"band","trigram"
"AC/DC","hard love bomb"
"AC/DC","love bomb love"
"AC/DC","bomb love bomb"
"AC/DC","love bomb gimme"
"AC/DC","hot love bomb"
"AC/DC","love bomb yeah"
"AC/DC","bomb yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah love"
"AC/DC","yeah love bomb"
"AC/DC","love bomb comin"
"AC/DC","hot love bomb"
"AC/DC","love bomb yeah"
"AC/DC","bomb yeah love"
"AC/DC","yeah love bomb"
"AC/DC","love bomb love"
"AC/DC","bomb love bomber"
"AC/DC","love bomber love"
"AC/DC","bomber love bomb"
"AC/DC","love bomb love"
"AC/DC","bomb love bomber"
"AC/DC","love bomber love"
"AC/DC","bomber love bomb"
"AC/DC","love bomb love"
"AC/DC","bomb love bomber"
"AC/DC","love bomber love"
"AC/DC","bomber love bomb"
"AC/DC","love bomb love"
"AC/DC","bomb love bomber"
"AC/DC","leave baby baby"
"AC/DC","baby baby ooh"
"AC/DC","baby ooh yeah"
"AC/DC","wall animal animal"
"AC/DC","animal animal cannibal"
"AC/DC","animal cannibal cannibal"
"AC/DC","gotta meanstreak meanstreak"
"AC/DC","arabia eaten rich"
"AC/DC","perfect culture vulture"
"AC/DC","beach heh ha"
"AC/DC","heh ha animal"
"AC/DC","ha animal animal"
"AC/DC","animal animal cannibal"
"AC/DC","animal cannibal cannibal"
"AC/DC","meanstreak wanna feel"
"AC/DC","libido hey hey"
"AC/DC","hey hey hey"
"AC/DC","hey hey gotta"
"AC/DC","sweat temperature rise"
"AC/DC","hot hot hot"
"AC/DC","hot hot hot"
"AC/DC","hot hot hot"
"AC/DC","hot hot hot"
"AC/DC","hot hot hot"
"AC/DC","hot hot hot"
"AC/DC","meltdown meltdown meltdown"
"AC/DC","meltdown jingle bells"
"AC/DC","jingle bells jingle"
"AC/DC","bells jingle bells"
"AC/DC","jingle bells jingle"
"AC/DC","wait till christmas"
"AC/DC","till christmas time"
"AC/DC","minimal dress money"
"AC/DC","shake baby shake"
"AC/DC","baby shake shake"
"AC/DC","shake shake baby"
"AC/DC","shake baby shake"
"AC/DC","baby shake yeow"
"AC/DC","shake yeow tailored"
"AC/DC","yeow tailored suits"
"AC/DC","tailored suits chaufeured"
"AC/DC","suits chaufeured cars"
"AC/DC","chaufeured cars fine"
"AC/DC","cars fine hotels"
"AC/DC","red hot girls"
"AC/DC","money talk repeated"
"AC/DC","french maid foreign"
"AC/DC","maid foreign chef"
"AC/DC","guaranteed hey litt"
"AC/DC","hey litt le"
"AC/DC","litt le girl"
"AC/DC","money talks yeah"
"AC/DC","talks yeah solo"
"AC/DC","money talks talks"
"AC/DC","talks talks talks"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah money"
"AC/DC","yeah money talk"
"AC/DC","money talk pure"
"AC/DC","talk pure bloody"
"AC/DC","pure bloody poetry"
"AC/DC","bloody poetry ripped"
"AC/DC","ac dc tab"
"AC/DC","dc tab book"
"AC/DC","tab book sveini"
"AC/DC","book sveini freeze"
"AC/DC","jury decides double"
"AC/DC","decides double parole"
"AC/DC","nervous shakedown shake"
"AC/DC","wrong track wrong"
"AC/DC","track wrong line"
"AC/DC","time bad blood"
"AC/DC","bad blood bad"
"AC/DC","blood bad news"
"AC/DC","lose mad bull"
"AC/DC","time slow plane"
"AC/DC","slow plane hard"
"AC/DC","plane hard rain"
"AC/DC","hard rain cold"
"AC/DC","rain cold sweat"
"AC/DC","ground black sky"
"AC/DC","engine sound bail"
"AC/DC","wanna die count"
"AC/DC","die count ten"
"AC/DC","hero honey living"
"AC/DC","danger line saved"
"AC/DC","time yeah saved"
"AC/DC","time lose sleep"
"AC/DC","relief quick punch"
"AC/DC","quick punch closed"
"AC/DC","punch closed eye"
"AC/DC","holy grail leave"
"AC/DC","grail leave town"
"AC/DC","who’s defendin who’s"
"AC/DC","defendin who’s attack"
"AC/DC","who’s attack night"
"AC/DC","fire gonna heat"
"AC/DC","debutantes late night"
"AC/DC","late night waitress"
"AC/DC","flashin lights lookin"
"AC/DC","black nylon tights"
"AC/DC","oooh river run"
"AC/DC","river run dry"
"AC/DC","run dry yeah"
"AC/DC","dry yeah playing"
"AC/DC","fire oooh wild"
"AC/DC","oooh wild sweet"
"AC/DC","wild sweet child"
"AC/DC","sweet child playing"
"AC/DC","standing proud playing"
"AC/DC","night street light"
"AC/DC","street light drnkin"
"AC/DC","light drnkin booze"
"AC/DC","finger tips radiating"
"AC/DC","spot aaaaaah leave"
"AC/DC","peace ohhh feels"
"AC/DC","kicks outta playin"
"AC/DC","licks outta layin"
"AC/DC","peace rock rock"
"AC/DC","rock rock rock"
"AC/DC","wanna rock rock"
"AC/DC","rock rock rock"
"AC/DC","rock rock rock"
"AC/DC","rock rock rock"
"AC/DC","wanna rock rock"
"AC/DC","rock rock rock"
"AC/DC","peace rock rock"
"AC/DC","rock rock rock"
"AC/DC","wanna rock rock"
"AC/DC","rock rock rock"
"AC/DC","rock rock rock"
"AC/DC","wanna rock rock"
"AC/DC","rock rock rock"
"AC/DC","rock rock rock"
"AC/DC","peace ohhh rock"
"AC/DC","ohhh rock rock"
"AC/DC","rock rock rock"
"AC/DC","rock rock rock"
"AC/DC","peace rock rock"
"AC/DC","rock rock rock"
"AC/DC","richard rock rock"
"AC/DC","rock rock rock"
"AC/DC","jerry lee rock"
"AC/DC","lee rock rock"
"AC/DC","rock rock rock"
"AC/DC","peace aah chuck"
"AC/DC","aah chuck baby"
"AC/DC","rock rock rock"
"AC/DC","red light nightmare"
"AC/DC","red light street"
"AC/DC","friend riff raff"
"AC/DC","laugh riff raff"
"AC/DC","riff raff laugh"
"AC/DC","doin nothin wrong"
"AC/DC","havin fun riff"
"AC/DC","fun riff raff"
"AC/DC","laugh riff raff"
"AC/DC","riff raff laugh"
"AC/DC","half dog day"
"AC/DC","city life sweat"
"AC/DC","night rising power"
"AC/DC","rising power rising"
"AC/DC","power rising power"
"AC/DC","dead rising power"
"AC/DC","night darkest hour"
"AC/DC","dusk till dawn"
"AC/DC","gonna rise rising"
"AC/DC","rise rising power"
"AC/DC","roll singer gonna"
"AC/DC","roll singer gonna"
"AC/DC","roll singer gonna"
"AC/DC","sense ow oooh"
"AC/DC","ow oooh yeah"
"AC/DC","oooh yeah heavy"
"AC/DC","yeah heavy decibels"
"AC/DC","gonna die rock"
"AC/DC","noise pollution rock"
"AC/DC","gonna die rock"
"AC/DC","noise pollution rock"
"AC/DC","ha ha ha"
"AC/DC","ha ha ha"
"AC/DC","gonna die rock"
"AC/DC","noise pollution rock"
"AC/DC","gonna die rock"
"AC/DC","noise pollution rock"
"AC/DC","gonna die rock"
"AC/DC","gonna die rock"
"AC/DC","mind's diseased shake"
"AC/DC","roll damnation ma's"
"AC/DC","whippin boy rock"
"AC/DC","temperature's running hot"
"AC/DC","outta reach livin"
"AC/DC","happy home damnation"
"AC/DC","eye damnation chasin"
"AC/DC","sky damnation rock"
"AC/DC","roll damnation angus"
"AC/DC","roll dream deep"
"AC/DC","dream deep water"
"AC/DC","pretty women gather"
"AC/DC","women gather round"
"AC/DC","roll dream circle"
"AC/DC","dream circle sharks"
"AC/DC","roll dream circle"
"AC/DC","dream circle sharks"
"AC/DC","round round deep"
"AC/DC","round deep water"
"AC/DC","roll dream angus"
"AC/DC","ecstasy runaway train"
"AC/DC","runaway train running"
"AC/DC","track runaway train"
"AC/DC","runaway train running"
"AC/DC","track runaway train"
"AC/DC","runaway train running"
"AC/DC","runaway train running"
"AC/DC","ecstasy runaway train"
"AC/DC","runaway train running"
"AC/DC","runaway train yeah"
"AC/DC","train yeah running"
"AC/DC","runaway train running"
"AC/DC","track runaway train"
"AC/DC","runaway train running"
"AC/DC","track guitar solo"
"AC/DC","hot southern belle"
"AC/DC","southern belle son"
"AC/DC","school boy spelling"
"AC/DC","boy spelling bee"
"AC/DC","runaway train running"
"AC/DC","track she’s coming"
"AC/DC","track runaway train"
"AC/DC","runaway train running"
"AC/DC","runaway train running"
"AC/DC","track runaway train"
"AC/DC","runaway train running"
"AC/DC","yeah yeah yeah"
"AC/DC","drums loud bleed"
"AC/DC","chest hard blow"
"AC/DC","yeah yeah rock"
"AC/DC","wicked woman stealer"
"AC/DC","slicked black hair"
"AC/DC","black hair skin"
"AC/DC","hair skin tight"
"AC/DC","skin tight jeans"
"AC/DC","tight jeans cadillac"
"AC/DC","jeans cadillac car"
"AC/DC","lorex socks blue"
"AC/DC","socks blue suede"
"AC/DC","blue suede shoes"
"AC/DC","suede shoes v8"
"AC/DC","shoes v8 car"
"AC/DC","rockin rollin rockin"
"AC/DC","rollin rockin rollin"
"AC/DC","hey wanna jive"
"AC/DC","wanna jive honey"
"AC/DC","round hey yeah"
"AC/DC","hey yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","women trouble gonna"
"AC/DC","trouble gonna kick"
"AC/DC","gonna kick ya"
"AC/DC","track ya gotta"
"AC/DC","ya gotta push"
"AC/DC","rave rave rave"
"AC/DC","ruff stuff baby"
"AC/DC","pray pray pray"
"AC/DC","pray pray gonna"
"AC/DC","grey grey grey"
"AC/DC","lip smackin honey"
"AC/DC","world ma ready"
"AC/DC","york city 8x"
"AC/DC","city 8x movin"
"AC/DC","tight ass jeans"
"AC/DC","ass jeans comin"
"AC/DC","york city 11x"
"AC/DC","golden rule american"
"AC/DC","rule american history"
"AC/DC","hail hail rock"
"AC/DC","roll hail hail"
"AC/DC","hail hail rock"
"AC/DC","roll hail hail"
"AC/DC","hail hail rock"
"AC/DC","roll hail hail"
"AC/DC","hail hail rock"
"AC/DC","roll hail hail"
"AC/DC","hail hail rock"
"AC/DC","roll hail hail"
"AC/DC","hail hail rock"
"AC/DC","roll hey rock"
"AC/DC","hey rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","roll rock rock"
"AC/DC","rock rock rock"
"AC/DC","love dirty dirty"
"AC/DC","dirty dirty love"
"AC/DC","door ooh yeah"
"AC/DC","eat sticky hot"
"AC/DC","street hes kicking"
"AC/DC","dont fate dont"
"AC/DC","fate dont sleep"
"AC/DC","leg yea shake"
"AC/DC","guitar solo moving"
"AC/DC","street kicking everthing"
"AC/DC","whiskey jar jug"
"AC/DC","jar jug feelin"
"AC/DC","tonight alright alright"
"AC/DC","foundations aye aye"
"AC/DC","floor aye aye"
"AC/DC","foundations aye aye"
"AC/DC","aye aye aye"
"AC/DC","aye aye aye"
"AC/DC","aye aye repeat"
"AC/DC","gonna roll baby"
"AC/DC","gonna rock round"
"AC/DC","rock round rockin"
"AC/DC","round rockin rollin"
"AC/DC","gonna rock round"
"AC/DC","rock round rockin"
"AC/DC","round rockin rollin"
"AC/DC","ready gonna fire"
"AC/DC","ready gonna fire"
"AC/DC","kill yeah pull"
"AC/DC","ready gonna fire"
"AC/DC","kill yeah shoot"
"AC/DC","hoo yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah shoot"
"AC/DC","thrill yeah ooh"
"AC/DC","yeah ooh yeah"
"AC/DC","flames singles bar"
"AC/DC","shame yea yeah"
"AC/DC","climbin walls chasin"
"AC/DC","walls chasin stars"
"AC/DC","lamborginis caviar dry"
"AC/DC","caviar dry martini's"
"AC/DC","dry martini's shangrila"
"AC/DC","burnin feeling deep"
"AC/DC","feeling deep inside"
"AC/DC","roll ya baby"
"AC/DC","ya baby ladders"
"AC/DC","belief fingers freddy"
"AC/DC","fingers freddy diamond"
"AC/DC","freddy diamond jim"
"AC/DC","loaded dice bring"
"AC/DC","fashioned gimme water"
"AC/DC","gimme water gimme"
"AC/DC","water gimme wine"
"AC/DC","gimme wine gonna"
"AC/DC","gonna rack em"
"AC/DC","dallas jealous eyes"
"AC/DC","jealous eyes repeat"
"AC/DC","hey hey hey"
"AC/DC","hey hey skies"
"AC/DC","fire flames burn"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah skies"
"AC/DC","fire flames burn"
"AC/DC","fire flames burn"
"AC/DC","hey hey hey"
"AC/DC","hey hey yeah"
"AC/DC","hey yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah hey"
"AC/DC","sky flames burn"
"AC/DC","fire flames burn"
"AC/DC","hey hey hey"
"AC/DC","hey hey yeah"
"AC/DC","hey yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah skies"
"AC/DC","rest shove em"
"AC/DC","hey hey hey"
"AC/DC","hey hey hey"
"AC/DC","hey hey yeah"
"AC/DC","hey hey hey"
"AC/DC","hey hey yeah"
"AC/DC","mind hey hey"
"AC/DC","hey hey hey"
"AC/DC","hey hey yeah"
"AC/DC","hey yeah shoot"
"AC/DC","yeah shoot em"
"AC/DC","mind smash grab"
"AC/DC","hey hey hey"
"AC/DC","hey hey yeah"
"AC/DC","hey yeah smash"
"AC/DC","yeah smash grab"
"AC/DC","watching snake eyes"
"AC/DC","coming snake eyes"
"AC/DC","bush snake eyes"
"AC/DC","snake eyes biting"
"AC/DC","eyes biting snake"
"AC/DC","biting snake eyes"
"AC/DC","watching snake eyes"
"AC/DC","snake eye crashed"
"AC/DC","pay snowballed howl"
"AC/DC","time heroes hard"
"AC/DC","doin time schemers"
"AC/DC","round coming round"
"AC/DC","nero evil mind"
"AC/DC","time lead em"
"AC/DC","round coming round"
"AC/DC","apple tree sitting"
"AC/DC","soul stripper yeah"
"AC/DC","soul stripper ooh"
"AC/DC","started moving nice"
"AC/DC","soul stripper yeah"
"AC/DC","stripper yeah ooh"
"AC/DC","soul stripper tore"
"AC/DC","soul stripper soul"
"AC/DC","stripper soul stripper"
"AC/DC","soul stripper soul"
"AC/DC","stripper soul stripper"
"AC/DC","soul stripper soul"
"AC/DC","stripper soul stripper"
"AC/DC","soul stripper soul"
"AC/DC","stripper soul stripper"
"AC/DC","soul stripper soul"
"AC/DC","stripper soul stripper"
"AC/DC","soul stripper soul"
"AC/DC","stripper soul stripper"
"AC/DC","soul stripper blinded"
"AC/DC","bright beam shattered"
"AC/DC","ground spinning round"
"AC/DC","blind bend wrong"
"AC/DC","ground spinning round"
"AC/DC","oil slick blinded"
"AC/DC","road gonna lick"
"AC/DC","gonna lick em"
"AC/DC","rocking shoes cuz"
"AC/DC","finger tips squealer"
"AC/DC","magic touch squealer"
"AC/DC","touch squealer repeat"
"AC/DC","squealer repeat repeat"
"AC/DC","red dress slip"
"AC/DC","hot night stokin"
"AC/DC","month ago blowing"
"AC/DC","night romancing nights"
"AC/DC","stiff stiff upper"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","shoot shoot shoot"
"AC/DC","shoot shoot shoot"
"AC/DC","teeth that'll bite"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","shoot shoot shoot"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","upper lip comin"
"AC/DC","stiff upper lip"
"AC/DC","upper lip stiff"
"AC/DC","lip stiff upper"
"AC/DC","stiff upper lip"
"AC/DC","upper lip yeah"
"AC/DC","stiff upper lip"
"AC/DC","upper lip stiff"
"AC/DC","lip stiff upper"
"AC/DC","stiff upper lip"
"AC/DC","upper lip stiff"
"AC/DC","lip stiff upper"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","stiff upper lip"
"AC/DC","upper lip stiff"
"AC/DC","lip stiff upper"
"AC/DC","stiff upper lip"
"AC/DC","upper lip stiff"
"AC/DC","lip stiff upper"
"AC/DC","stiff upper lip"
"AC/DC","water's calling rescue"
"AC/DC","shine rain day"
"AC/DC","day stormy rain"
"AC/DC","stormy rain day"
"AC/DC","rain day rain"
"AC/DC","day rain day"
"AC/DC","day stormy rain"
"AC/DC","stormy rain day"
"AC/DC","rain day stormy"
"AC/DC","moon doth rise"
"AC/DC","doth rise rain"
"AC/DC","rise rain day"
"AC/DC","day stormy rain"
"AC/DC","stormy rain day"
"AC/DC","rain day rain"
"AC/DC","day rain day"
"AC/DC","day rain day"
"AC/DC","rain day stormy"
"AC/DC","day rain day"
"AC/DC","day rain day"
"AC/DC","rain day stormy"
"AC/DC","day oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi oi"
"AC/DC","color tv screen"
"AC/DC","power load t.n.t"
"AC/DC","load t.n.t watch"
"AC/DC","power load t.n.t"
"AC/DC","load t.n.t watch"
"AC/DC","explode t.n.t oi"
"AC/DC","t.n.t oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t oi"
"AC/DC","t.n.t oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t oi"
"AC/DC","t.n.t oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t oi"
"AC/DC","t.n.t oi oi"
"AC/DC","oi oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t oi"
"AC/DC","dynamite oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t oi"
"AC/DC","fight oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t oi"
"AC/DC","power load oi"
"AC/DC","load oi oi"
"AC/DC","oi oi t.n.t"
"AC/DC","oi t.n.t watch"
"AC/DC","explode party gonna"
"AC/DC","party gonna happen"
"AC/DC","union hall shaking"
"AC/DC","chevrolet glory hallelujah"
"AC/DC","glory hallelujah gonna"
"AC/DC","hallelujah gonna rock"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","blue suede bopping"
"AC/DC","heeled shoe balling"
"AC/DC","shoe balling round"
"AC/DC","bopper lubba baby"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","radio told boss"
"AC/DC","roll roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","roll roll roll"
"AC/DC","roll roll gotta"
"AC/DC","roll gotta hear"
"AC/DC","round gonna roll"
"AC/DC","gonna roll roll"
"AC/DC","roll roll roll"
"AC/DC","roll roll blow"
"AC/DC","radio told boss"
"AC/DC","roll honey roll"
"AC/DC","hide gonna blow"
"AC/DC","toes honey bend"
"AC/DC","rockin rollercoaster flyin"
"AC/DC","hide gonna blow"
"AC/DC","hide gonna blow"
"AC/DC","feel fine yeah"
"AC/DC","fine yeah oooh"
"AC/DC","yeah oooh yeah"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","nature poker straight"
"AC/DC","play'd em fast"
"AC/DC","play'd em hard"
"AC/DC","jack yeah yeah"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","bad deal jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack aaaaaaaaaaaah oooooh"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","nature poker straight"
"AC/DC","played em fast"
"AC/DC","played em hard"
"AC/DC","jack yeah yeah"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","bad deal jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack jack jack"
"AC/DC","jack aaaaaah oooooh"
"AC/DC","god bless live"
"AC/DC","bless live verse"
"AC/DC","live verse werer"
"AC/DC","verse werer crowd"
"AC/DC","werer crowd sing"
"AC/DC","nthe jack louder"
"AC/DC","jack word jack"
"AC/DC","razors edge razors"
"AC/DC","edge razors edge"
"AC/DC","dead razors edge"
"AC/DC","razor's edge gotta"
"AC/DC","edge gotta razors"
"AC/DC","gotta razors edge"
"AC/DC","razors edge gotta"
"AC/DC","edge gotta razor's"
"AC/DC","gotta razor's edge"
"AC/DC","razor's edge gotta"
"AC/DC","edge gotta razors"
"AC/DC","gotta razors edge"
"AC/DC","roll queen gonna"
"AC/DC","queen gonna quiver"
"AC/DC","quake gonna shake"
"AC/DC","fat sound wanna"
"AC/DC","sound wanna share"
"AC/DC","bass drum gonna"
"AC/DC","rockin repeat yonder"
"AC/DC","cheek hot poisonality"
"AC/DC","body's aching tossing"
"AC/DC","shelter needin quarantine"
"AC/DC","body's aching tossing"
"AC/DC","burn burn burn"
"AC/DC","shoulder arms left"
"AC/DC","arms left wheel"
"AC/DC","battle cry treaty"
"AC/DC","bandit fly dig"
"AC/DC","blast shell shock"
"AC/DC","means war run"
"AC/DC","ack ack gun"
"AC/DC","ack gun fire"
"AC/DC","gun fire range"
"AC/DC","foe propaganda time"
"AC/DC","radio top brass"
"AC/DC","top brass shout"
"AC/DC","peace talks die"
"AC/DC","railroad track thunder"
"AC/DC","texas yeah texas"
"AC/DC","fools yeah yeah"
"AC/DC","thunderstruck thunderstruck yeah"
"AC/DC","thunderstruck yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah thunderstruck"
"AC/DC","thunderstruck thunderstruck yeah"
"AC/DC","thunderstruck yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah thunderstruck"
"AC/DC","yeah thunderstruck thunderstruck"
"AC/DC","thunderstruck thunderstruck yeah"
"AC/DC","thunderstruck yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","fine thunderstruck yeah"
"AC/DC","thunderstruck yeah yeah"
"AC/DC","yeah yeah yeah"
"AC/DC","yeah yeah tunderstruck"
"AC/DC","yeah tunderstruck thunderstruck"
"AC/DC","tunderstruck thunderstruck thunderstruck"
"AC/DC","thunderstruck thunderstruck whoa"
"AC/DC","thunderstruck whoa baby"
"AC/DC","whoa baby baby"
"AC/DC","baby baby thunderstruck"
"AC/DC","thunderstruck thunderstruck thunderstruck"
"AC/DC","thunderstruck thunderstruck thunderstruck"
"AC/DC","damn woman's gonna"
"AC/DC","woman's gonna drive"
"AC/DC","damn woman's gonna"
